side_effects,count
"swelling of your face, lips, tongue, or throat. Altoprev can cause the breakdown of muscle tissue, which can lead to kidney failure. Call your doctor right away if you have unexplained muscle pain, tenderness, or weakness especially if you also have fever, unusual tiredness, or dark colored urine. Also call your doctor at once if you have: muscle weakness in your hips, shoulders, neck, and back",1
"or liver problems--loss of appetite, stomach pain (upper right side), tiredness, dark urine, jaundice (yellowing of the skin or eyes). Common side effects of Altoprev may include: infections",1
"swelling of your face, lips, tongue, or throat. ezetimibe and simvastatin may cause serious side effects. Stop using ezetimibe and simvastatin and call your doctor at once if you have: unexplained muscle pain, tenderness, or weakness",1
or jaundice (yellowing of the skin or eyes). Common side effects of ezetimibe and simvastatin may include: headache,1
"or swelling, warmth, or redness in an arm or leg. Common side effects of fenofibric acid may include: runny nose , sneezing",1
"Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor immediately if any of the following side effects occur: Less common Darkening of urine light gray-colored stools loss of appetite severe stomach pain yellow eyes or skin Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: Less common Abdominal or stomach pain cough diarrhea feeling of warmth flushing or redness of the skin, especially on the face and neck headache nausea or vomiting rash or itching runny nose sneezing stuffy nose Incidence not known Dizziness or faintness dryness of the skin fever frequent urination joint pain muscle aching or cramping side, lower back, or stomach pain swelling of the feet or lower legs unusual thirst unusual tiredness or weakness unusually fast, slow, or irregular heartbeat Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Slo-Niacin side effects",1
"swelling of your face, lips, tongue, or throat. Colesevelam may cause serious side effects. Stop using colesevelam and call your doctor at once if you have: severe constipation",1
"or pancreatitis--severe pain in your upper stomach spreading to your back, nausea and vomiting . Common side effects of colesevelam may include: constipation",1
"swelling of your face, lips, tongue, or throat. Ezallor Sprinkle may cause serious side effects. Call your doctor at once if you have: unexplained muscle pain, tenderness, or weakness",1
"or liver problems--upper stomach pain, tiredness, loss of appetite, dark urine, jaundice (yellowing of the skin or eyes). Common side effects of Ezallor Sprinkle may include: headache",1
"or nausea , stomach pain.",1
"or swelling of the mouth, face, lips, tongue, or throat. A heartbeat that does not feel normal. Not able to pass urine or change in how much urine is passed. This medicine may cause muscle pain, tenderness, or weakness. Sometimes, a very bad muscle problem may happen that may lead to kidney problems. Rarely, deaths have happened in people who get these problems when taking drugs like this one. Call your doctor right away if you have muscle pain, tenderness, or weakness that is not normal (with or without fever or feeling out of sorts). Call your doctor right away if you have muscle signs that last after your doctor has told you to stop taking FloLipid (simvastatin oral suspension). Liver problems have happened with drugs like this one. Sometimes, this has been deadly. Call your doctor right away if you have signs of liver problems like dark urine, feeling tired, not hungry, upset stomach or stomach pain, light-colored stools, throwing up, or yellow skin or eyes. FloLipid side effects",1
"swelling of your face, lips, tongue, or throat. In rare cases, Lopid can cause a condition that results in the breakdown of skeletal muscle tissue, leading to kidney failure . Call your doctor right away if you have unexplained muscle pain, tenderness, or weakness especially if you also have fever, unusual tiredness, and dark colored urine. Also call your doctor at once if you have: sharp pain in your upper stomach (especially after eating)",1
"or low blood cell counts--pale skin, easy bruising, unusual bleeding, unusual tiredness, feeling light-headed or short of breath, cold hands and feet. Common side effects of Lopid may include: stomach pain, indigestion , diarrhea",1
